user_id,input_text,output_text
2c4f683a-521d-48cc-b1f5-284c28982b7e,"User: 2c4f683a-521d-48cc-b1f5-284c28982b7e. Period: 2025-W35. Emotions: ['very_happy', 'very_happy', 'happy', 'very_sad', 'sad', 'neutral']. OtherEmotion: ['[]', '[]', '[]', '[]', '[]', '[]']. People: ['[]', '[]', '[]', '[]', '[]', '[]']. Notes: nan","Tuần này tinh thần bạn khá ổn định, hãy duy trì thói quen tốt và lan tỏa năng lượng tích cực."
2c4f683a-521d-48cc-b1f5-284c28982b7e,"User: 2c4f683a-521d-48cc-b1f5-284c28982b7e. Period: 2025-W36. Emotions: ['neutral', 'happy', 'very_happy', 'happy', 'sad', 'neutral', 'neutral']. OtherEmotion: ['[]', '[]', '[]', '[]', '[]', '[]', '[]']. People: ['[]', '[]', '[]', '[]', '[]', '[]', '[]']. Notes: nan","Tuần này tinh thần bạn khá ổn định, hãy duy trì thói quen tốt và lan tỏa năng lượng tích cực."
2c4f683a-521d-48cc-b1f5-284c28982b7e,"User: 2c4f683a-521d-48cc-b1f5-284c28982b7e. Period: 2025-W37. Emotions: ['very_happy', 'very_sad', 'sad', 'neutral', 'very_sad', 'happy', 'very_happy']. OtherEmotion: [""['proud']"", '[]', '[]', '[]', '[]', '[]', '[]']. People: ['[]', '[]', '[]', '[]', '[]', '[]', '[]']. Notes: nan","Tuần này tinh thần bạn khá ổn định, hãy duy trì thói quen tốt và lan tỏa năng lượng tích cực."
2c4f683a-521d-48cc-b1f5-284c28982b7e,"User: 2c4f683a-521d-48cc-b1f5-284c28982b7e. Period: 2025-W38. Emotions: ['very_sad', 'very_happy', 'very_happy', 'happy', 'sad', 'very_happy', 'neutral']. OtherEmotion: ['[]', '[]', '[]', '[]', '[]', '[]', '[]']. People: ['[]', '[]', '[]', '[]', '[]', '[]', '[]']. Notes: nan","Tuần này tinh thần bạn khá ổn định, hãy duy trì thói quen tốt và lan tỏa năng lượng tích cực."
2c4f683a-521d-48cc-b1f5-284c28982b7e,"User: 2c4f683a-521d-48cc-b1f5-284c28982b7e. Period: 2025-09. Emotions: ['very_happy', 'very_sad', 'sad', 'neutral', 'very_sad', 'very_happy', 'very_happy', 'happy', 'sad', 'very_happy', 'very_happy', 'happy', 'very_sad', 'sad', 'neutral', 'happy', 'very_happy', 'happy', 'sad', 'neutral', 'neutral', 'very_sad', 'happy', 'very_happy', 'very_happy', 'neutral', 'neutral', 'very_happy']. OtherEmotion: [""['proud']"", '[]', '[]', '[]', '[]', '[]', '[]', '[]', '[]', '[]', '[]', '[]', '[]', '[]', '[]', '[]', '[]', '[]', '[]', '[]', '[]', '[]', '[]', '[]', '[]', '[]', '[]', '[]']. People: ['[]', '[]', '[]', '[]', '[]', '[]', '[]', '[]', '[]', '[]', '[]', '[]', '[]', '[]', '[]', '[]', '[]', '[]', '[]', '[]', '[]', '[]', '[]', '[]', '[]', '[]', '[]', '[]']. Notes: nan","Tháng này tinh thần bạn khá ổn định, hãy duy trì thói quen tốt và lan tỏa năng lượng tích cực."
demo,User: demo. Period: random-Tuần. Emotion: sad. OtherEmotion: relaxed. People: family. Note: generated sample.,"Cảm xúc là điều tự nhiên, quan trọng là bạn luôn học cách kiểm soát và hiểu chính mình."
demo,User: demo. Period: random-Tuần. Emotion: sad. OtherEmotion: refreshed. People: lover. Note: generated sample.,Tuần này là cơ hội tốt để bạn nhìn lại bản thân và đặt ra mục tiêu mới.
demo,User: demo. Period: random-Năm. Emotion: happy. OtherEmotion: proud. People: lover. Note: generated sample.,Đôi khi im lặng cũng là cách để chữa lành. Hãy cho bản thân thời gian hồi phục trong Năm này.
demo,User: demo. Period: random-Tuần. Emotion: neutral. OtherEmotion: angry. People: partner. Note: generated sample.,"Dù Tuần này có thử thách, hãy tin rằng bạn đủ mạnh mẽ để vượt qua."
demo,User: demo. Period: random-Tuần. Emotion: happy. OtherEmotion: enthusiastic. People: lover. Note: generated sample.,"Bạn đã trải qua một Tuần đầy cảm xúc, hãy trân trọng từng khoảnh khắc dù vui hay buồn."
demo,User: demo. Period: random-Tuần. Emotion: neutral. OtherEmotion: refreshed. People: family. Note: generated sample.,Đôi khi im lặng cũng là cách để chữa lành. Hãy cho bản thân thời gian hồi phục trong Tuần này.
demo,User: demo. Period: random-Năm. Emotion: neutral. OtherEmotion: tired. People: friends. Note: generated sample.,Đôi khi im lặng cũng là cách để chữa lành. Hãy cho bản thân thời gian hồi phục trong Năm này.
demo,User: demo. Period: random-Tuần. Emotion: sad. OtherEmotion: pressured. People: friends. Note: generated sample.,Tuần này là cơ hội tốt để bạn nhìn lại bản thân và đặt ra mục tiêu mới.
demo,User: demo. Period: random-Tuần. Emotion: sad. OtherEmotion: sad. People: stranger. Note: generated sample.,"Dù Tuần này có thử thách, hãy tin rằng bạn đủ mạnh mẽ để vượt qua."
demo,User: demo. Period: random-Năm. Emotion: happy. OtherEmotion: happy. People: partner. Note: generated sample.,"Dù Năm này có thử thách, hãy tin rằng bạn đủ mạnh mẽ để vượt qua."
demo,User: demo. Period: random-Tuần. Emotion: verySad. OtherEmotion: enthusiastic. People: family. Note: generated sample.,Tuần này là cơ hội tốt để bạn nhìn lại bản thân và đặt ra mục tiêu mới.
demo,User: demo. Period: random-Tuần. Emotion: happy. OtherEmotion: anxious. People: stranger. Note: generated sample.,"Bạn đã trải qua một Tuần đầy cảm xúc, hãy trân trọng từng khoảnh khắc dù vui hay buồn."
demo,User: demo. Period: random-Tuần. Emotion: neutral. OtherEmotion: relaxed. People: friends. Note: generated sample.,"Cảm xúc là điều tự nhiên, quan trọng là bạn luôn học cách kiểm soát và hiểu chính mình."
demo,User: demo. Period: random-Tuần. Emotion: happy. OtherEmotion: angry. People: friends. Note: generated sample.,"Dù Tuần này có thử thách, hãy tin rằng bạn đủ mạnh mẽ để vượt qua."
demo,User: demo. Period: random-Năm. Emotion: verySad. OtherEmotion: happy. People: friends. Note: generated sample.,Đôi khi im lặng cũng là cách để chữa lành. Hãy cho bản thân thời gian hồi phục trong Năm này.
demo,User: demo. Period: random-Năm. Emotion: veryHappy. OtherEmotion: sad. People: friends. Note: generated sample.,"Dù Năm này có thử thách, hãy tin rằng bạn đủ mạnh mẽ để vượt qua."
demo,User: demo. Period: random-Tháng. Emotion: happy. OtherEmotion: enthusiastic. People: stranger. Note: generated sample.,Tháng này là cơ hội tốt để bạn nhìn lại bản thân và đặt ra mục tiêu mới.
demo,User: demo. Period: random-Tháng. Emotion: verySad. OtherEmotion: happy. People: friends. Note: generated sample.,"Cảm xúc là điều tự nhiên, quan trọng là bạn luôn học cách kiểm soát và hiểu chính mình."
demo,User: demo. Period: random-Năm. Emotion: happy. OtherEmotion: relaxed. People: family. Note: generated sample.,"Bạn đã trải qua một Năm đầy cảm xúc, hãy trân trọng từng khoảnh khắc dù vui hay buồn."
demo,User: demo. Period: random-Tuần. Emotion: verySad. OtherEmotion: angry. People: partner. Note: generated sample.,"Dù Tuần này có thử thách, hãy tin rằng bạn đủ mạnh mẽ để vượt qua."
demo,User: demo. Period: random-Tuần. Emotion: verySad. OtherEmotion: happy. People: lover. Note: generated sample.,Tuần này là cơ hội tốt để bạn nhìn lại bản thân và đặt ra mục tiêu mới.
demo,User: demo. Period: random-Năm. Emotion: neutral. OtherEmotion: depressed. People: stranger. Note: generated sample.,"Cảm xúc là điều tự nhiên, quan trọng là bạn luôn học cách kiểm soát và hiểu chính mình."
demo,User: demo. Period: random-Năm. Emotion: veryHappy. OtherEmotion: sad. People: partner. Note: generated sample.,"Bạn đã trải qua một Năm đầy cảm xúc, hãy trân trọng từng khoảnh khắc dù vui hay buồn."
demo,User: demo. Period: random-Tuần. Emotion: veryHappy. OtherEmotion: enthusiastic. People: friends. Note: generated sample.,"Dù Tuần này có thử thách, hãy tin rằng bạn đủ mạnh mẽ để vượt qua."
demo,User: demo. Period: random-Tháng. Emotion: neutral. OtherEmotion: tired. People: stranger. Note: generated sample.,"Bạn đã trải qua một Tháng đầy cảm xúc, hãy trân trọng từng khoảnh khắc dù vui hay buồn."
demo,User: demo. Period: random-Tháng. Emotion: happy. OtherEmotion: happy. People: family. Note: generated sample.,Tháng này là cơ hội tốt để bạn nhìn lại bản thân và đặt ra mục tiêu mới.
demo,User: demo. Period: random-Tuần. Emotion: neutral. OtherEmotion: pitAPart. People: family. Note: generated sample.,"Cảm xúc là điều tự nhiên, quan trọng là bạn luôn học cách kiểm soát và hiểu chính mình."
demo,User: demo. Period: random-Tuần. Emotion: happy. OtherEmotion: anxious. People: stranger. Note: generated sample.,"Dù Tuần này có thử thách, hãy tin rằng bạn đủ mạnh mẽ để vượt qua."
demo,User: demo. Period: random-Tuần. Emotion: sad. OtherEmotion: pitAPart. People: partner. Note: generated sample.,"Bạn đã trải qua một Tuần đầy cảm xúc, hãy trân trọng từng khoảnh khắc dù vui hay buồn."
demo,User: demo. Period: random-Tuần. Emotion: neutral. OtherEmotion: excited. People: friends. Note: generated sample.,Đôi khi im lặng cũng là cách để chữa lành. Hãy cho bản thân thời gian hồi phục trong Tuần này.
demo,User: demo. Period: random-Tháng. Emotion: neutral. OtherEmotion: happy. People: lover. Note: generated sample.,Đôi khi im lặng cũng là cách để chữa lành. Hãy cho bản thân thời gian hồi phục trong Tháng này.
demo,User: demo. Period: random-Năm. Emotion: neutral. OtherEmotion: happy. People: friends. Note: generated sample.,"Bạn đã trải qua một Năm đầy cảm xúc, hãy trân trọng từng khoảnh khắc dù vui hay buồn."
demo,User: demo. Period: random-Năm. Emotion: sad. OtherEmotion: enthusiastic. People: partner. Note: generated sample.,Năm này là cơ hội tốt để bạn nhìn lại bản thân và đặt ra mục tiêu mới.
demo,User: demo. Period: random-Tuần. Emotion: veryHappy. OtherEmotion: lonely. People: partner. Note: generated sample.,"Dù Tuần này có thử thách, hãy tin rằng bạn đủ mạnh mẽ để vượt qua."
demo,User: demo. Period: random-Năm. Emotion: verySad. OtherEmotion: lonely. People: family. Note: generated sample.,Đôi khi im lặng cũng là cách để chữa lành. Hãy cho bản thân thời gian hồi phục trong Năm này.
demo,User: demo. Period: random-Tuần. Emotion: veryHappy. OtherEmotion: depressed. People: lover. Note: generated sample.,"Bạn đã trải qua một Tuần đầy cảm xúc, hãy trân trọng từng khoảnh khắc dù vui hay buồn."
demo,User: demo. Period: random-Tháng. Emotion: veryHappy. OtherEmotion: sad. People: partner. Note: generated sample.,"Dù Tháng này có thử thách, hãy tin rằng bạn đủ mạnh mẽ để vượt qua."
demo,User: demo. Period: random-Tuần. Emotion: veryHappy. OtherEmotion: lonely. People: family. Note: generated sample.,Tuần này là cơ hội tốt để bạn nhìn lại bản thân và đặt ra mục tiêu mới.
demo,User: demo. Period: random-Tuần. Emotion: neutral. OtherEmotion: enthusiastic. People: friends. Note: generated sample.,Đôi khi im lặng cũng là cách để chữa lành. Hãy cho bản thân thời gian hồi phục trong Tuần này.
demo,User: demo. Period: random-Tháng. Emotion: sad. OtherEmotion: pitAPart. People: partner. Note: generated sample.,Đôi khi im lặng cũng là cách để chữa lành. Hãy cho bản thân thời gian hồi phục trong Tháng này.
demo,User: demo. Period: random-Tháng. Emotion: sad. OtherEmotion: tired. People: friends. Note: generated sample.,"Cảm xúc là điều tự nhiên, quan trọng là bạn luôn học cách kiểm soát và hiểu chính mình."
demo,User: demo. Period: random-Năm. Emotion: veryHappy. OtherEmotion: depressed. People: partner. Note: generated sample.,"Cảm xúc là điều tự nhiên, quan trọng là bạn luôn học cách kiểm soát và hiểu chính mình."
demo,User: demo. Period: random-Tuần. Emotion: verySad. OtherEmotion: refreshed. People: stranger. Note: generated sample.,Tuần này là cơ hội tốt để bạn nhìn lại bản thân và đặt ra mục tiêu mới.
demo,User: demo. Period: random-Tuần. Emotion: neutral. OtherEmotion: lonely. People: friends. Note: generated sample.,Đôi khi im lặng cũng là cách để chữa lành. Hãy cho bản thân thời gian hồi phục trong Tuần này.
demo,User: demo. Period: random-Tuần. Emotion: veryHappy. OtherEmotion: excited. People: lover. Note: generated sample.,"Cảm xúc là điều tự nhiên, quan trọng là bạn luôn học cách kiểm soát và hiểu chính mình."
demo,User: demo. Period: random-Tháng. Emotion: veryHappy. OtherEmotion: depressed. People: family. Note: generated sample.,Đôi khi im lặng cũng là cách để chữa lành. Hãy cho bản thân thời gian hồi phục trong Tháng này.
demo,User: demo. Period: random-Tuần. Emotion: neutral. OtherEmotion: enthusiastic. People: family. Note: generated sample.,Tuần này là cơ hội tốt để bạn nhìn lại bản thân và đặt ra mục tiêu mới.
demo,User: demo. Period: random-Năm. Emotion: veryHappy. OtherEmotion: enthusiastic. People: lover. Note: generated sample.,"Dù Năm này có thử thách, hãy tin rằng bạn đủ mạnh mẽ để vượt qua."
demo,User: demo. Period: random-Năm. Emotion: verySad. OtherEmotion: pressured. People: partner. Note: generated sample.,"Cảm xúc là điều tự nhiên, quan trọng là bạn luôn học cách kiểm soát và hiểu chính mình."
demo,User: demo. Period: random-Tháng. Emotion: verySad. OtherEmotion: proud. People: partner. Note: generated sample.,"Cảm xúc là điều tự nhiên, quan trọng là bạn luôn học cách kiểm soát và hiểu chính mình."
demo,User: demo. Period: random-Năm. Emotion: happy. OtherEmotion: pitAPart. People: stranger. Note: generated sample.,"Cảm xúc là điều tự nhiên, quan trọng là bạn luôn học cách kiểm soát và hiểu chính mình."
demo,User: demo. Period: random-Năm. Emotion: happy. OtherEmotion: hopeful. People: family. Note: generated sample.,Năm này là cơ hội tốt để bạn nhìn lại bản thân và đặt ra mục tiêu mới.
demo,User: demo. Period: random-Tuần. Emotion: sad. OtherEmotion: annoyed. People: partner. Note: generated sample.,Đôi khi im lặng cũng là cách để chữa lành. Hãy cho bản thân thời gian hồi phục trong Tuần này.
demo,User: demo. Period: random-Năm. Emotion: happy. OtherEmotion: lonely. People: partner. Note: generated sample.,"Cảm xúc là điều tự nhiên, quan trọng là bạn luôn học cách kiểm soát và hiểu chính mình."
demo,User: demo. Period: random-Tháng. Emotion: sad. OtherEmotion: pitAPart. People: partner. Note: generated sample.,"Dù Tháng này có thử thách, hãy tin rằng bạn đủ mạnh mẽ để vượt qua."
demo,User: demo. Period: random-Tháng. Emotion: happy. OtherEmotion: angry. People: partner. Note: generated sample.,"Dù Tháng này có thử thách, hãy tin rằng bạn đủ mạnh mẽ để vượt qua."
demo,User: demo. Period: random-Tháng. Emotion: neutral. OtherEmotion: lonely. People: stranger. Note: generated sample.,Đôi khi im lặng cũng là cách để chữa lành. Hãy cho bản thân thời gian hồi phục trong Tháng này.
demo,User: demo. Period: random-Năm. Emotion: verySad. OtherEmotion: happy. People: lover. Note: generated sample.,Đôi khi im lặng cũng là cách để chữa lành. Hãy cho bản thân thời gian hồi phục trong Năm này.
demo,User: demo. Period: random-Năm. Emotion: neutral. OtherEmotion: anxious. People: lover. Note: generated sample.,"Cảm xúc là điều tự nhiên, quan trọng là bạn luôn học cách kiểm soát và hiểu chính mình."
demo,User: demo. Period: random-Tháng. Emotion: sad. OtherEmotion: refreshed. People: stranger. Note: generated sample.,Tháng này là cơ hội tốt để bạn nhìn lại bản thân và đặt ra mục tiêu mới.
demo,User: demo. Period: random-Tuần. Emotion: veryHappy. OtherEmotion: annoyed. People: stranger. Note: generated sample.,Đôi khi im lặng cũng là cách để chữa lành. Hãy cho bản thân thời gian hồi phục trong Tuần này.
demo,User: demo. Period: random-Tuần. Emotion: veryHappy. OtherEmotion: lonely. People: family. Note: generated sample.,Đôi khi im lặng cũng là cách để chữa lành. Hãy cho bản thân thời gian hồi phục trong Tuần này.
demo,User: demo. Period: random-Tháng. Emotion: veryHappy. OtherEmotion: tired. People: friends. Note: generated sample.,Tháng này là cơ hội tốt để bạn nhìn lại bản thân và đặt ra mục tiêu mới.
demo,User: demo. Period: random-Năm. Emotion: sad. OtherEmotion: refreshed. People: family. Note: generated sample.,Năm này là cơ hội tốt để bạn nhìn lại bản thân và đặt ra mục tiêu mới.
demo,User: demo. Period: random-Tuần. Emotion: veryHappy. OtherEmotion: pitAPart. People: friends. Note: generated sample.,"Bạn đã trải qua một Tuần đầy cảm xúc, hãy trân trọng từng khoảnh khắc dù vui hay buồn."
demo,User: demo. Period: random-Tháng. Emotion: happy. OtherEmotion: proud. People: stranger. Note: generated sample.,"Cảm xúc là điều tự nhiên, quan trọng là bạn luôn học cách kiểm soát và hiểu chính mình."
demo,User: demo. Period: random-Tháng. Emotion: happy. OtherEmotion: pitAPart. People: lover. Note: generated sample.,Tháng này là cơ hội tốt để bạn nhìn lại bản thân và đặt ra mục tiêu mới.
demo,User: demo. Period: random-Tháng. Emotion: veryHappy. OtherEmotion: annoyed. People: friends. Note: generated sample.,Tháng này là cơ hội tốt để bạn nhìn lại bản thân và đặt ra mục tiêu mới.
demo,User: demo. Period: random-Tuần. Emotion: happy. OtherEmotion: refreshed. People: friends. Note: generated sample.,"Bạn đã trải qua một Tuần đầy cảm xúc, hãy trân trọng từng khoảnh khắc dù vui hay buồn."
demo,User: demo. Period: random-Tuần. Emotion: verySad. OtherEmotion: tired. People: family. Note: generated sample.,"Cảm xúc là điều tự nhiên, quan trọng là bạn luôn học cách kiểm soát và hiểu chính mình."
demo,User: demo. Period: random-Năm. Emotion: sad. OtherEmotion: anxious. People: partner. Note: generated sample.,"Cảm xúc là điều tự nhiên, quan trọng là bạn luôn học cách kiểm soát và hiểu chính mình."
demo,User: demo. Period: random-Tuần. Emotion: neutral. OtherEmotion: pressured. People: lover. Note: generated sample.,Đôi khi im lặng cũng là cách để chữa lành. Hãy cho bản thân thời gian hồi phục trong Tuần này.
demo,User: demo. Period: random-Tuần. Emotion: sad. OtherEmotion: tired. People: partner. Note: generated sample.,"Bạn đã trải qua một Tuần đầy cảm xúc, hãy trân trọng từng khoảnh khắc dù vui hay buồn."
demo,User: demo. Period: random-Tuần. Emotion: sad. OtherEmotion: enthusiastic. People: stranger. Note: generated sample.,Tuần này là cơ hội tốt để bạn nhìn lại bản thân và đặt ra mục tiêu mới.
demo,User: demo. Period: random-Tuần. Emotion: verySad. OtherEmotion: excited. People: family. Note: generated sample.,"Dù Tuần này có thử thách, hãy tin rằng bạn đủ mạnh mẽ để vượt qua."
demo,User: demo. Period: random-Tháng. Emotion: happy. OtherEmotion: tired. People: family. Note: generated sample.,Tháng này là cơ hội tốt để bạn nhìn lại bản thân và đặt ra mục tiêu mới.
demo,User: demo. Period: random-Năm. Emotion: verySad. OtherEmotion: pressured. People: family. Note: generated sample.,"Dù Năm này có thử thách, hãy tin rằng bạn đủ mạnh mẽ để vượt qua."
demo,User: demo. Period: random-Năm. Emotion: verySad. OtherEmotion: refreshed. People: lover. Note: generated sample.,"Bạn đã trải qua một Năm đầy cảm xúc, hãy trân trọng từng khoảnh khắc dù vui hay buồn."
demo,User: demo. Period: random-Năm. Emotion: happy. OtherEmotion: lonely. People: partner. Note: generated sample.,Năm này là cơ hội tốt để bạn nhìn lại bản thân và đặt ra mục tiêu mới.
demo,User: demo. Period: random-Năm. Emotion: veryHappy. OtherEmotion: excited. People: stranger. Note: generated sample.,Đôi khi im lặng cũng là cách để chữa lành. Hãy cho bản thân thời gian hồi phục trong Năm này.
demo,User: demo. Period: random-Tuần. Emotion: sad. OtherEmotion: annoyed. People: family. Note: generated sample.,"Bạn đã trải qua một Tuần đầy cảm xúc, hãy trân trọng từng khoảnh khắc dù vui hay buồn."
demo,User: demo. Period: random-Tháng. Emotion: sad. OtherEmotion: pressured. People: friends. Note: generated sample.,"Bạn đã trải qua một Tháng đầy cảm xúc, hãy trân trọng từng khoảnh khắc dù vui hay buồn."
demo,User: demo. Period: random-Năm. Emotion: neutral. OtherEmotion: enthusiastic. People: family. Note: generated sample.,"Cảm xúc là điều tự nhiên, quan trọng là bạn luôn học cách kiểm soát và hiểu chính mình."
demo,User: demo. Period: random-Tháng. Emotion: happy. OtherEmotion: angry. People: lover. Note: generated sample.,Tháng này là cơ hội tốt để bạn nhìn lại bản thân và đặt ra mục tiêu mới.
demo,User: demo. Period: random-Tháng. Emotion: sad. OtherEmotion: excited. People: friends. Note: generated sample.,"Cảm xúc là điều tự nhiên, quan trọng là bạn luôn học cách kiểm soát và hiểu chính mình."
demo,User: demo. Period: random-Tuần. Emotion: verySad. OtherEmotion: refreshed. People: friends. Note: generated sample.,"Cảm xúc là điều tự nhiên, quan trọng là bạn luôn học cách kiểm soát và hiểu chính mình."
demo,User: demo. Period: random-Tuần. Emotion: veryHappy. OtherEmotion: pressured. People: family. Note: generated sample.,"Bạn đã trải qua một Tuần đầy cảm xúc, hãy trân trọng từng khoảnh khắc dù vui hay buồn."
demo,User: demo. Period: random-Năm. Emotion: veryHappy. OtherEmotion: enthusiastic. People: stranger. Note: generated sample.,Đôi khi im lặng cũng là cách để chữa lành. Hãy cho bản thân thời gian hồi phục trong Năm này.
demo,User: demo. Period: random-Tháng. Emotion: verySad. OtherEmotion: pitAPart. People: family. Note: generated sample.,Tháng này là cơ hội tốt để bạn nhìn lại bản thân và đặt ra mục tiêu mới.
demo,User: demo. Period: random-Tuần. Emotion: verySad. OtherEmotion: happy. People: friends. Note: generated sample.,"Bạn đã trải qua một Tuần đầy cảm xúc, hãy trân trọng từng khoảnh khắc dù vui hay buồn."
demo,User: demo. Period: random-Tháng. Emotion: verySad. OtherEmotion: happy. People: lover. Note: generated sample.,Tháng này là cơ hội tốt để bạn nhìn lại bản thân và đặt ra mục tiêu mới.
demo,User: demo. Period: random-Tháng. Emotion: sad. OtherEmotion: proud. People: lover. Note: generated sample.,"Bạn đã trải qua một Tháng đầy cảm xúc, hãy trân trọng từng khoảnh khắc dù vui hay buồn."
demo,User: demo. Period: random-Tuần. Emotion: happy. OtherEmotion: annoyed. People: partner. Note: generated sample.,"Dù Tuần này có thử thách, hãy tin rằng bạn đủ mạnh mẽ để vượt qua."
demo,User: demo. Period: random-Năm. Emotion: veryHappy. OtherEmotion: happy. People: friends. Note: generated sample.,Năm này là cơ hội tốt để bạn nhìn lại bản thân và đặt ra mục tiêu mới.
demo,User: demo. Period: random-Tuần. Emotion: sad. OtherEmotion: proud. People: friends. Note: generated sample.,"Dù Tuần này có thử thách, hãy tin rằng bạn đủ mạnh mẽ để vượt qua."
demo,User: demo. Period: random-Năm. Emotion: verySad. OtherEmotion: pressured. People: friends. Note: generated sample.,"Dù Năm này có thử thách, hãy tin rằng bạn đủ mạnh mẽ để vượt qua."
demo,User: demo. Period: random-Năm. Emotion: happy. OtherEmotion: anxious. People: lover. Note: generated sample.,Năm này là cơ hội tốt để bạn nhìn lại bản thân và đặt ra mục tiêu mới.
demo,User: demo. Period: random-Năm. Emotion: verySad. OtherEmotion: sad. People: family. Note: generated sample.,Năm này là cơ hội tốt để bạn nhìn lại bản thân và đặt ra mục tiêu mới.
demo,User: demo. Period: random-Tuần. Emotion: happy. OtherEmotion: hopeful. People: stranger. Note: generated sample.,"Cảm xúc là điều tự nhiên, quan trọng là bạn luôn học cách kiểm soát và hiểu chính mình."
demo,User: demo. Period: random-Năm. Emotion: neutral. OtherEmotion: excited. People: friends. Note: generated sample.,"Dù Năm này có thử thách, hãy tin rằng bạn đủ mạnh mẽ để vượt qua."
